Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,MSSubClass_fix,LotFrontage_Imp,SalePrice_log,YrMoSold,FunctionalNum,LotArea_log,BuiltRemodDiff,LandSlopeNum,Street_Pave
888,50,RL,59.0,16466,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,0,816,816,GasA,TA,Y,SBrkr,872,521,0,1393,0,0,1,1,3,1,TA,8,Typ,0,,Attchd,1955.0,Unf,1,300,TA,TA,Y,121,0,0,0,265,0,,,,0,4,2008,WD,Normal,135500,50,59.0,11.816726919301892,2008-04-01,5,9.709052927858371,0,1,1
889,20,RL,95.0,15865,Pave,,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,TA,Gd,Gd,ALQ,351,Rec,823,1043,2217,GasA,Ex,Y,SBrkr,2217,0,0,2217,1,0,2,0,4,1,Gd,8,Typ,1,TA,Attchd,1970.0,Unf,2,621,TA,TA,Y,81,207,0,0,224,0,,,,0,10,2007,WD,Normal,268000,20,95.0,12.498742259492994,2007-10-01,5,9.671870704017296,0,2,1
890,20,RL,128.0,12160,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,1024,Unf,0,481,1505,GasA,Ex,Y,SBrkr,1505,0,0,1505,1,0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1953.0,RFn,2,505,TA,TA,Y,0,0,0,162,0,0,,,,0,2,2009,WD,Normal,149500,20,128.0,11.915051671812877,2009-02-01,5,9.405907155520158,0,1,1
891,50,RL,60.0,8064,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0,Unf,0,672,672,GasA,Ex,Y,SBrkr,672,252,0,924,0,0,1,0,3,1,TA,6,Typ,1,Po,Detchd,2003.0,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,,MnPrv,Shed,2000,7,2007,WD,Normal,122900,50,60.0,11.719126295554126,2007-07-01,5,8.99516499031115,57,1,1
892,60,RL,70.0,11184,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,TA,TA,CBlock,TA,TA,No,LwQ,226,Rec,500,192,918,GasA,Gd,Y,SBrkr,918,765,0,1683,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978.0,RFn,2,440,TA,TA,Y,243,0,0,0,0,0,,,,0,7,2009,WD,Normal,172500,60,70.0,12.058152515453552,2009-07-01,5,9.322239464473592,0,1,1
893,20,RL,70.0,8414,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,8,1963,2003,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,663,Unf,0,396,1059,GasA,TA,Y,SBrkr,1068,0,0,1068,0,1,1,0,3,1,TA,6,Typ,0,,Attchd,1963.0,RFn,1,264,TA,TA,Y,192,0,0,0,0,0,,MnPrv,,0,2,2006,WD,Normal,154500,20,70.0,11.947949375319936,2006-02-01,5,9.037652264150466,40,1,1
894,20,RL,,13284,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,1064,Unf,0,319,1383,GasA,TA,Y,SBrkr,1383,0,0,1383,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1954.0,Unf,1,354,TA,TA,Y,511,116,0,0,0,0,,GdPrv,,0,6,2008,WD,Normal,165000,20,75.14285714285714,12.013700752882718,2008-06-01,5,9.494315582496638,0,1,1
895,90,RL,64.0,7018,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,,,,,0,,0,0,0,GasA,TA,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,TA,8,Typ,0,,Attchd,1979.0,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2009,WD,Alloca,118858,90,64.0,11.685684782260491,2009-06-01,5,8.85623355614316,0,1,1
896,60,RL,71.0,7056,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,415.0,TA,TA,CBlock,TA,TA,No,BLQ,400,Unf,0,380,780,GasA,TA,Y,SBrkr,983,813,0,1796,1,0,1,1,4,1,TA,8,Typ,1,TA,Attchd,1963.0,RFn,2,483,TA,TA,Y,0,50,0,0,0,0,,,,0,10,2008,WD,Normal,140000,60,71.0,11.84939770159144,2008-10-01,5,8.861633597686627,0,1,1
897,30,RM,50.0,8765,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,285,Unf,0,666,951,GasA,Ex,N,SBrkr,951,0,0,951,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1936.0,Unf,1,327,TA,TA,Y,0,28,0,0,0,0,,,,0,4,2006,WD,Abnorml,106500,30,50.0,11.575900264131617,2006-04-01,5,9.078521797355334,14,1,1
898,90,RL,64.0,7018,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,,,,,0,,0,0,0,GasA,TA,Y,SBrkr,1120,1120,0,2240,0,0,2,0,6,2,TA,12,Typ,0,,Detchd,1979.0,Unf,2,528,TA,TA,Y,154,0,0,0,0,0,,,,0,6,2009,WD,Alloca,142953,90,64.0,11.870271183889114,2009-06-01,5,8.85623355614316,0,1,1
899,20,RL,100.0,12919,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,760.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2188,Unf,0,142,2330,GasA,Ex,Y,SBrkr,2364,0,0,2364,1,0,2,1,2,1,Ex,11,Typ,2,Gd,Attchd,2009.0,Fin,3,820,TA,TA,Y,0,67,0,0,0,0,,,,0,3,2010,New,Partial,611657,20,100.0,13.323926946863102,2010-03-01,5,9.466454374960302,1,1,1
900,20,RL,65.0,6993,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961,1994,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,465,Unf,0,447,912,GasA,TA,Y,SBrkr,1236,0,0,1236,0,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1961.0,Unf,1,288,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2006,WD,Normal,135000,20,65.0,11.813030057420567,2006-06-01,5,8.852664927703866,33,1,1
901,20,RL,,7340,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,322,Unf,0,536,858,GasA,TA,Y,SBrkr,858,0,0,858,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1979.0,Unf,1,684,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2007,WD,Normal,110000,20,77.27218934911242,11.608235644774552,2007-06-01,5,8.901094121608562,0,1,1
902,20,RL,64.0,8712,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,860,Unf,0,132,992,GasA,TA,Y,SBrkr,1306,0,0,1306,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1968.0,Unf,1,756,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2009,WD,Normal,153000,20,64.0,11.938193200374572,2009-05-01,5,9.072456664612796,43,1,1
903,60,RL,63.0,7875,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,783,783,GasA,Ex,Y,SBrkr,807,702,0,1509,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2003.0,Fin,2,393,TA,TA,Y,0,75,0,0,0,0,,,,0,7,2006,WD,Normal,180000,60,63.0,12.100712129872347,2006-07-01,5,8.971448463693834,0,1,1
904,20,RL,50.0,14859,Pave,,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,27.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1670,1670,GasA,Ex,Y,SBrkr,1670,0,0,1670,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,690,TA,TA,Y,144,60,0,0,0,0,,,,0,8,2006,New,Partial,240000,20,50.0,12.388394202324129,2006-08-01,5,9.606361021256347,0,1,1
905,20,RL,,6173,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,75.0,TA,TA,CBlock,TA,TA,No,GLQ,599,Unf,0,277,876,GasA,TA,Y,SBrkr,902,0,0,902,0,0,1,0,3,1,TA,6,Typ,0,,Attchd,1967.0,Unf,1,288,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,8,2007,WD,Normal,125500,20,75.14285714285714,11.740061037553975,2007-08-01,5,8.727940222393896,0,1,1
906,20,RL,80.0,9920,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110.0,TA,TA,CBlock,TA,TA,No,Rec,354,LwQ,290,412,1056,GasA,TA,Y,SBrkr,1063,0,0,1063,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1954.0,RFn,1,280,TA,TA,Y,0,0,164,0,0,0,,MnPrv,,0,2,2010,WD,Normal,128000,20,80.0,11.759785542901755,2010-02-01,5,9.20230820027892,0,1,1
907,20,RL,116.0,13501,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,208.0,Gd,TA,PConc,Gd,TA,No,GLQ,63,Unf,0,1560,1623,GasA,Ex,Y,SBrkr,1636,0,0,1636,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,3,865,TA,TA,Y,0,60,0,0,0,0,,,,0,6,2007,WD,Normal,255000,20,116.0,12.449018824140563,2007-06-01,5,9.510519035757246,0,1,1
908,50,RL,86.0,11500,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1936,1987,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,Gd,TA,No,Rec,223,Unf,0,794,1017,GasA,Gd,Y,SBrkr,1020,1037,0,2057,0,0,1,1,3,1,Gd,6,Typ,1,Gd,Attchd,1936.0,Fin,1,180,Fa,TA,Y,0,0,0,0,322,0,,,,0,6,2006,WD,Normal,250000,50,86.0,12.429216196844383,2006-06-01,5,9.350102314351341,51,1,1
909,20,RL,,8885,Pave,,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,301,ALQ,324,239,864,GasA,TA,Y,SBrkr,902,0,0,902,1,0,1,0,2,1,TA,5,Typ,0,,Attchd,1983.0,Unf,2,484,TA,TA,Y,164,0,0,0,0,0,,MnPrv,,0,6,2006,WD,Normal,131000,20,72.08,11.782952602183288,2006-06-01,5,9.092119740588751,0,2,1
910,60,RL,149.0,12589,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,742,742,GasA,Ex,Y,SBrkr,742,742,0,1484,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,2,390,TA,TA,Y,36,24,0,0,0,0,,,,0,6,2009,WD,Normal,174000,60,149.0,12.066810578196666,2009-06-01,5,9.44057869576626,0,1,1
911,90,RL,80.0,11600,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,361.0,TA,TA,CBlock,TA,TA,No,Rec,443,Unf,0,662,1105,GasA,TA,Y,FuseA,1105,1169,0,2274,0,0,2,0,5,2,TA,12,Typ,0,,Detchd,1960.0,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,,,,0,1,2010,WD,Normal,154300,90,80.0,11.946654038351252,2010-01-01,5,9.358760377094455,0,1,1
912,20,RL,,9286,Pave,,IR1,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,1989,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,196,Unf,0,1072,1268,GasA,TA,Y,SBrkr,1268,0,0,1268,0,0,1,1,3,1,Gd,5,Typ,0,,Detchd,1978.0,Unf,1,252,TA,TA,Y,173,0,0,0,0,0,,,,0,10,2009,WD,Normal,143500,20,72.53658536585365,11.874090314181814,2009-10-01,5,9.136263168579868,12,2,1
913,30,RM,51.0,6120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,489,Unf,0,279,768,GasA,TA,N,SBrkr,1015,0,0,1015,0,0,1,0,3,1,TA,6,Min1,0,,Detchd,1925.0,Unf,1,450,TA,TA,Y,0,0,112,0,120,0,,MnPrv,Shed,620,7,2006,WD,Abnorml,88000,30,51.0,11.385092093460344,2006-07-01,4,8.719317375506371,25,1,1
914,90,RH,82.0,6270,Pave,,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,284,Unf,0,717,1001,GasA,TA,N,FuseA,1001,1001,0,2002,0,0,2,0,4,2,TA,8,Typ,0,,2Types,1949.0,Unf,3,871,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2007,WD,Normal,145000,90,82.0,11.884489021402711,2007-08-01,5,8.743531633626967,1,1,1
915,160,FV,30.0,3000,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,GLQ,294,Unf,0,318,612,GasA,Ex,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,Gd,4,Typ,0,,Detchd,2009.0,RFn,2,528,TA,TA,Y,0,234,0,0,0,0,,,,0,6,2009,New,Partial,173733,160,30.0,12.065274916913605,2009-06-01,5,8.006367567650246,0,1,1
916,160,RM,21.0,2001,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsI,2Story,4,5,1970,1970,Gable,CompShg,CemntBd,CemntBd,BrkFace,80.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,546,546,GasA,Fa,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,TA,6,Typ,0,,Attchd,1970.0,Unf,1,286,TA,TA,Y,0,0,0,0,0,0,,,,0,1,2007,WD,Normal,75000,160,21.0,11.225243392518447,2007-01-01,5,7.601402334583733,0,1,1
917,20,C,50.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,3,1949,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,50,Unf,0,430,480,GasA,TA,N,FuseA,480,0,0,480,1,0,0,0,1,1,TA,4,Typ,0,,Detchd,1958.0,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2006,WD,Abnorml,35311,20,50.0,10.47194980911048,2006-10-01,5,9.104979856318357,1,1,1
918,20,RL,,17140,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1059,Unf,0,75,1134,GasA,Ex,Y,FuseA,1229,0,0,1229,0,0,1,0,3,1,TA,6,Typ,0,,Attchd,1956.0,RFn,1,284,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2009,WD,Normal,135000,20,72.46575342465755,11.813030057420567,2009-04-01,5,9.749170192151771,0,1,1
919,60,RL,103.0,13125,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Ex,TA,Mn,BLQ,48,GLQ,634,422,1104,GasA,Ex,Y,SBrkr,912,1215,0,2127,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1991.0,RFn,3,833,TA,TA,Y,72,192,224,0,0,0,,GdPrv,,0,11,2007,WD,Normal,238000,60,103.0,12.380025952653611,2007-11-01,5,9.482274087459825,0,1,1
920,20,RL,87.0,11029,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1958,2002,Hip,CompShg,MetalSd,MetalSd,None,0.0,Ex,TA,CBlock,Gd,TA,No,ALQ,528,BLQ,411,245,1184,GasA,Ex,Y,SBrkr,1414,0,0,1414,1,0,1,0,3,1,TA,6,Min1,1,TA,Attchd,1990.0,Unf,2,601,TA,TA,Y,0,51,0,0,190,0,,,,0,5,2008,WD,Normal,176500,20,87.0,12.081076155355488,2008-05-01,4,9.308283446306147,44,1,1
921,60,RL,70.0,8462,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,814,Unf,0,114,928,GasA,Ex,Y,SBrkr,936,785,0,1721,0,1,2,1,3,1,Gd,7,Typ,0,,Attchd,1994.0,RFn,2,471,TA,TA,Y,300,87,0,0,0,0,,,,0,7,2007,WD,Normal,201000,60,70.0,12.211060187041213,2007-07-01,5,9.043340831280013,0,1,1
922,90,RL,67.0,8777,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,Duplex,1.5Fin,5,7,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1084,Unf,0,188,1272,GasA,Gd,Y,SBrkr,1272,928,0,2200,2,0,2,2,4,2,TA,9,Typ,0,,,,,0,0,,,N,0,70,0,0,0,0,,GdPrv,,0,9,2008,WD,Normal,145900,90,67.0,11.890676734510876,2008-09-01,5,9.079889942592118,103,1,1
923,20,RL,65.0,10237,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,28,Unf,0,1288,1316,GasA,Ex,Y,SBrkr,1316,0,0,1316,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2,397,TA,TA,Y,100,0,0,23,0,0,,,,0,10,2006,New,Partial,169990,20,65.0,12.043494890772815,2006-10-01,5,9.233763886919771,1,1,1
924,120,RL,50.0,8012,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1994,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,LwQ,165,GLQ,841,598,1604,GasA,Ex,Y,SBrkr,1617,0,0,1617,1,0,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,1993.0,RFn,2,533,TA,TA,Y,0,69,0,0,0,0,,,,0,7,2008,WD,Normal,193000,120,50.0,12.170445467887022,2008-07-01,5,8.988695696785708,1,1,1
925,20,RL,79.0,10240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,157.0,TA,Gd,CBlock,Gd,TA,No,BLQ,625,LwQ,1061,0,1686,GasA,TA,Y,SBrkr,1686,0,0,1686,1,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1980.0,Unf,2,612,TA,TA,Y,384,131,0,0,0,0,,,,0,5,2006,WD,Normal,207500,20,79.0,12.24288661865289,2006-05-01,5,9.234056898593499,0,1,1
926,20,RL,,15611,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,767,LwQ,93,266,1126,GasA,TA,Y,SBrkr,1126,0,0,1126,0,1,2,0,3,1,Ex,6,Typ,0,,Attchd,1977.0,RFn,2,540,TA,TA,Y,180,0,0,0,0,0,,,,0,3,2008,WD,Abnorml,175000,20,81.1590909090909,12.072541252905651,2008-03-01,5,9.655731072956666,0,1,1
927,60,RL,93.0,11999,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,340.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1181,1181,GasA,Ex,Y,SBrkr,1234,1140,0,2374,0,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2003.0,Fin,3,656,TA,TA,Y,104,100,0,0,0,0,,,,0,5,2007,WD,Normal,285000,60,93.0,12.560244459250788,2007-05-01,5,9.392578591964389,1,1,1
928,60,RL,,9900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,7,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,342.0,TA,TA,CBlock,TA,TA,No,BLQ,552,Unf,0,280,832,GasA,Gd,Y,SBrkr,1098,880,0,1978,0,0,2,1,4,1,TA,9,Typ,1,Gd,Attchd,1968.0,RFn,2,486,TA,TA,Y,0,43,0,0,0,0,,GdPrv,,0,4,2008,WD,Normal,176000,60,81.1590909090909,12.078239274020289,2008-04-01,5,9.20029003612268,0,1,1
929,20,RL,,11838,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2001,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1753,1753,GasA,Ex,Y,SBrkr,1788,0,0,1788,0,0,2,0,3,1,Ex,7,Typ,1,TA,Attchd,2001.0,RFn,2,522,TA,TA,Y,202,151,0,0,0,0,,,,0,6,2009,WD,Normal,236500,20,72.53658536585365,12.373703486914124,2009-06-01,5,9.37906997525067,0,1,1
930,60,RL,,13006,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1997,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,964,964,GasA,Gd,Y,SBrkr,993,1243,0,2236,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,1997.0,Fin,2,642,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2006,WD,Normal,222000,60,79.45833333333333,12.310432660854417,2006-11-01,5,9.473166068429098,0,1,1
931,20,RL,73.0,8925,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1450,1466,GasA,Ex,Y,SBrkr,1466,0,0,1466,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2007.0,Fin,3,610,TA,TA,Y,100,18,0,0,0,0,,,,0,7,2009,WD,Normal,201000,20,73.0,12.211060187041213,2009-07-01,5,9.09661160664784,0,1,1
932,20,RL,70.0,9100,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,338,Rec,466,121,925,GasA,Ex,Y,SBrkr,925,0,0,925,0,1,1,0,2,1,TA,5,Typ,0,,Detchd,1965.0,Unf,1,429,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,7,2009,WD,Normal,117500,20,70.0,11.67419361256635,2009-07-01,5,9.116029692504942,0,1,1
933,20,RL,84.0,11670,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Somerst,RRNn,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,ImStucc,Stone,302.0,Ex,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,1905,1905,GasA,Ex,Y,SBrkr,1905,0,0,1905,0,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2006.0,Fin,3,788,TA,TA,Y,0,191,0,0,0,0,,,,0,3,2007,WD,Normal,320000,20,84.0,12.676076274775909,2007-03-01,5,9.364776725280601,0,1,1
